,Breed,Gender,Neutered_or_spayed,Fur_colour_dominant,Fur_pattern,Eye_colour,Allowed_outdoor,Preferred_food,Country,Age_in_years,Body_length,Weight,Owner_play_time_minutes,Sleep_time_hours,Latitude,Longitude
225,Angora,male,True,white,solid,blue,TRUE,wet,USA,4.0,36.0,2.4,14.0,14.0,37.77493,-122.41942
226,Angora,male,True,white,dirty,amber,FALSE,wet,USA,8.25,34.0,3.6,25.0,19.0,39.29038,-76.61219
227,Angora,male,False,white,solid,blue,FALSE,dry,USA,4.17,35.0,2.8,20.0,14.0,45.52345,-122.67621
228,Angora,male,False,white,solid,blue,FALSE,dry,USA,4.460752487562499,36.0,2.3,16.0,16.0,45.52345,-122.67621
229,Angora,male,True,white,solid,amber,FALSE,dry,USA,4.460752487562499,35.0,2.8,25.0,17.0,38.89511,-77.03637
230,Angora,male,False,white,solid,blue,FALSE,dry,USA,4.460752487562499,40.0,4.0,18.0,14.0,45.52345,-122.67621
231,Angora,male,True,black,bicolor,blue,TRUE,wet,USA,4.460752487562499,36.0,4.8,9.0,16.0,40.71427,-74.00597
232,Angora,female,False,white,solid,blue,FALSE,dry,USA,4.460752487562499,33.0,3.0,34.0,14.0,47.60621,-122.33207
233,Angora,male,False,white,solid,amber,FALSE,wet,USA,4.460752487562499,39.0,4.4,18.0,16.0,42.35843,-71.05977
234,Angora,female,False,white,solid,blue,FALSE,wet,USA,4.460752487562499,38.0,4.6,21.0,14.0,47.60621,-122.33207
235,Angora,male,True,red/cream,solid,blue,FALSE,wet,USA,4.460752487562499,52.0,5.0,30.0,16.0,38.89511,-77.03637
236,Angora,female,True,white,solid,I dont know. Its pretty!,FALSE,dry,USA,8.67,35.0,4.1,15.0,16.0,40.71427,-74.00597
237,Angora,female,True,white,solid,blue,TRUE,wet,USA,4.75,34.0,2.7,22.0,14.0,47.60621,-122.33207
238,Angora,female,True,white,solid,blue,FALSE,wet,USA,6.83,36.0,3.6,32.0,17.0,42.35843,-71.05977
239,Angora,female,False,white,solid,green,FALSE,wet,USA,7.5,36.0,3.5,16.0,14.0,38.89511,-77.03637
240,Ragdoll,male,False,white,solid,blue,FALSE,wet,USA,7.58,36.0,3.6,39.0,18.0,41.881832,-87.623177
241,Angora,female,True,black,bicolor,amber,FALSE,dry,USA,8.92,34.0,4.5,13.0,19.0,40.71427,-74.00597
242,Angora,female,False,white,solid,green,FALSE,wet,USA,6.75,33.0,2.9,20.0,16.0,45.52345,-122.67621
243,Angora,female,True,white,solid,amber,TRUE,dry,USA,9.0,38.0,3.7,6.0,17.0,38.89511,-77.03637
244,Angora,female,False,white,solid,amber,FALSE,wet,USA,7.33,39.0,4.3,16.0,13.0,38.89511,-77.03637
245,Angora,female,False,white,solid,amber,FALSE,wet,USA,5.17,36.0,2.5,27.0,13.0,45.52345,-122.67621
246,Ragdoll,male,True,black,bicolor,blue,FALSE,wet,USA,9.08,58.0,5.2,30.0,20.0,42.35843,-71.05977
247,Angora,female,False,white,solid,green,FALSE,wet,USA,9.17,35.0,4.1,20.0,16.0,47.60621,-122.33207
248,Angora,male,True,white,solid,amber,FALSE,wet,USA,6.5,39.0,3.5,25.0,17.0,38.89511,-77.03637
249,Angora,male,True,white,solid,amber,FALSE,wet,USA,9.25,38.0,5.0,27.0,16.0,38.89511,-77.03637
250,Angora,male,False,white,solid,amber,FALSE,wet,USA,9.25,38.0,3.9,22.0,19.0,38.89511,-77.03637
251,Angorra,female,False,white,dirty,green,FALSE,wet,USA,9.33,36.0,3.9,25.0,14.0,38.89511,-77.03637
252,Angorra,male,True,white,solid,blue,FALSE,dry,USA,8.33,41.0,4.1,18.0,14.0,40.71427,-74.00597
253,Angorra,female,False,white,solid,amber,FALSE,dry,USA,4.25,33.0,2.7,38.0,17.0,40.71427,-74.00597
254,Angorra,female,True,white,solid,blue,TRUE,wet,USA,6.42,36.0,2.5,19.0,17.0,38.89511,-77.03637
255,Angorra,female,True,white,solid,blue,FALSE,wet,USA,9.5,38.0,4.1,18.0,19.0,42.35843,-71.05977
256,Angora,male,True,white,solid,blue,FALSE,wet,USA,9.58,36.0,4.0,28.0,16.0,40.71427,-74.00597
257,Angora,female,True,white,solid,blue,FALSE,wet,USA,3.0,39.0,3.1,23.17652495378928,15.898305084745763,40.71427,-74.00597
258,Angora,male,True,black,solid,blue,FALSE,wet,USA,9.58,61.0,5.0,23.17652495378928,15.898305084745763,40.71427,-74.00597
259,Angora,female,True,white,solid,blue,FALSE,wet,USA,9.67,36.0,4.1,23.17652495378928,15.898305084745763,40.71427,-74.00597
260,Angora,female,True,white,solid,blue,FALSE,wet,USA,5.92,35.0,3.3,23.17652495378928,15.898305084745763,40.71427,-74.00597
261,Angora,male,False,white,solid,blue,FALSE,wet,USA,9.67,39.0,5.2,23.17652495378928,15.898305084745763,39.29038,-76.61219
262,Angora,female,False,white,solid,blue,FALSE,wet,USA,9.67,37.0,4.6,23.17652495378928,15.898305084745763,39.29038,-76.61219
263,Angora,female,True,white,solid,blue,FALSE,dry,USA,6.33,38.0,4.8,23.17652495378928,15.898305084745763,53.480759,-2.242631
264,Angora,male,False,white,solid,amber,FALSE,wet,USA,8.42,40.0,4.3,23.17652495378928,15.898305084745763,53.800755,-1.549077
265,Angora,male,False,white,solid,blue,FALSE,wet,USA,9.75,38.0,4.4,23.17652495378928,15.898305084745763,52.486244,-1.890401
266,Angora,male,False,white,solid,blue,FALSE,wet,USA,4.460752487562499,37.0,4.9,23.17652495378928,15.898305084745763,52.486244,-1.890401
267,Angora,female,True,black,bicolor,blue,FALSE,wet,USA,4.460752487562499,37.0,2.6,23.17652495378928,15.898305084745763,53.480759,-2.242631
268,Angora,female,True,black,bicolor,blue,FALSE,dry,UK,4.460752487562499,35.0,3.3,23.0,14.0,51.507351,-0.127758
269,Angora,female,False,white,solid,blue,FALSE,wet,UK,4.460752487562499,35.0,4.9,11.0,17.0,52.486244,-1.890401
270,Angora,female,True,white,solid,amber,TRUE,dry,UK,9.83,39.0,2.9,6.0,14.0,53.480759,-2.242631
271,Angora,male,False,red/cream,tabby,blue,FALSE,dry,UK,9.83,48.0,5.2,22.0,16.0,53.408371,-2.991573
272,Angora,female,True,white,solid,blue,TRUE,wet,UK,8.42,36.0,4.0,18.0,20.0,53.480759,-2.242631
273,Angora,female,True,white,solid,amber,FALSE,dry,UK,4.92,35.0,2.9,38.0,13.0,51.507351,-0.127758
274,Angora,male,False,black,tortie,blue,FALSE,wet,UK,7.08,40.0,5.0,39.0,17.0,52.486244,-1.890401
275,Angora,female,False,white,solid,blue,FALSE,wet,UK,5.08,33.0,2.4,13.0,13.0,53.800755,-1.549077
276,Angora,male,False,white,solid,amber,FALSE,wet,UK,10.0,36.0,3.8,23.0,14.0,53.480759,-2.242631
277,Angora,male,True,white,solid,blue,FALSE,wet,UK,11.25,40.0,4.4,13.0,18.0,53.480759,-2.242631
278,Angora,female,True,white,solid,blue,TRUE,wet,USA,10.0,37.0,3.7,19.0,17.0,40.71427,-74.00597
279,Angora,female,True,red/cream,solid,blue,FALSE,wet,USA,5.83,35.0,2.6,23.0,13.0,41.881832,-87.623177
280,My coon,female,False,brown/chocolate,tabby,blue,FALSE,wet,USA,0.25,22.0,3.3,50.0,16.0,37.77493,-122.41942
281,Maine coon,male,False,white,solid,blue,FALSE,wet,USA,0.17,25.0,3.7,60.0,16.0,38.89511,-77.03637
282,Maine coon,male,False,brown/chocolate,solid,yellow,FALSE,wet,USA,0.42,25.0,3.3,20.0,16.0,40.71427,-74.00597
283,Maine coon,male,False,brown/chocolate,tabby,yellow,FALSE,wet,UK,0.5,26.0,3.3,54.0,10.0,53.408371,-2.991573
284,My coon,female,False,brown/chocolate,tabby,yellow,FALSE,wet,USA,0.5,30.0,3.5,39.0,15.898305084745763,52.486244,-1.890401
285,Maine coon,female,False,white,solid,blue,FALSE,wet,USA,0.5,31.0,3.0,24.0,15.898305084745763,51.507351,-0.127758
286,Maine coon,female,False,black,tortie,yellow,FALSE,wet,USA,0.5,34.0,3.0,41.0,15.898305084745763,52.486244,-1.890401
287,Maine coon,male,False,white,solid,blue,FALSE,wet,USA,0.58,35.0,3.7,54.0,15.898305084745763,51.507351,-0.127758
288,Maine coon,female,True,brown/chocolate,tabby,blue,FALSE,wet,USA,0.67,36.0,3.2,47.0,15.898305084745763,53.480759,-2.242631
289,Maine coon,male,False,white,solid,blue,FALSE,dry,USA,0.67,38.0,3.6,40.0,15.898305084745763,53.408371,-2.991573
290,Maine coon,male,True,brown/chocolate,solid,yellow,FALSE,dry,USA,0.67,40.0,3.1,54.0,15.898305084745763,52.486244,-1.890401
291,Maine coon,female,False,white,solid,blue,FALSE,wet,USA,5.0,38.0,3.9,36.0,15.898305084745763,51.507351,-0.127758
292,Ragdoll,female,True,black,solid,green,FALSE,wet,UK,1.08,42.0,3.1,40.0,19.0,52.486244,-1.890401
293,Ragdoll,male,True,seal,solid,blue,FALSE,wet,UK,0.75,43.903435468895076,5.740900649953575,28.0,20.0,52.486244,-1.890401
294,Ragdoll,male,True,seal,solid,blue,FALSE,wet,UK,0.75,43.903435468895076,5.740900649953575,31.0,19.0,51.507351,-0.127758
295,Ragdoll,male,True,seal,solid,blue,FALSE,dry,UK,1.08,43.903435468895076,5.740900649953575,28.0,16.0,51.507351,-0.127758
296,Ragdoll,male,True,seal,solid,blue,FALSE,wet,UK,0.75,43.903435468895076,5.740900649953575,22.0,20.0,53.480759,-2.242631
297,Ragdoll,female,True,black,bicolor,yellow,FALSE,wet,UK,4.83,32.0,4.0,21.0,13.0,53.480759,-2.242631
298,Maine coon,female,True,brown/chocolate,tabby,yellow,FALSE,wet,USA,3.67,53.0,4.0,32.0,15.898305084745763,51.507351,-0.127758
299,Maine coon,male,True,red/cream,tabby,blue,FALSE,wet,USA,4.75,56.0,4.0,44.0,15.898305084745763,53.408371,-2.991573
300,Maine coon,female,True,black,bicolor,green,FALSE,dry,UK,1.08,31.0,3.7,28.0,18.0,53.408371,-2.991573
301,Maine coon,female,False,white,solid,blue,FALSE,wet,USA,0.92,39.0,3.0,33.0,19.0,41.881832,-87.623177
302,Maine coon,female,True,white,solid,blue,FALSE,wet,USA,1.42,37.0,3.2,27.0,18.0,39.29038,-76.61219
303,Maine coon,male,True,white,solid,blue,FALSE,wet,UK,1.0,28.0,3.6,12.0,19.0,52.486244,-1.890401
304,Maine coon,male,True,white,solid,blue,TRUE,dry,UK,3.17,32.0,3.9,28.0,17.0,53.480759,-2.242631
305,Maine coon,male,False,black,bicolor,yellow,FALSE,wet,UK,1.0,46.0,3.5,17.0,17.0,53.408371,-2.991573
306,Maine coon,female,True,white,solid,blue,FALSE,wet,UK,1.0,31.0,3.2,26.0,20.0,53.800755,-1.549077
307,Maine coon,female,False,brown/chocolate,tabby,green,FALSE,wet,UK,5.17,38.0,4.0,38.0,13.0,53.408371,-2.991573
308,Maine coon,male,False,black,solid,yellow,FALSE,wet,France,6.58,48.0,3.9,36.0,13.0,47.218371,-1.553621
309,Maine coon,male,False,black,solid,yellow,FALSE,wet,France,1.08,55.0,3.8,36.0,18.0,47.218371,-1.553621
310,Maine coon,male,False,white,solid,yellow,FALSE,wet,France,4.0,54.0,4.0,11.0,13.0,48.864716,2.349014
311,Maine coon,male,True,black,solid,blue,FALSE,dry,France,4.5,60.0,5.2,16.0,13.0,43.296482,5.36978
312,Maine coon,female,True,white,solid,blue,FALSE,dry,France,1.17,35.0,3.3,18.0,18.0,47.218371,-1.553621
313,Maine coon,male,False,black,solid,blue,FALSE,wet,France,1.17,35.0,4.3,11.0,19.0,43.296482,5.36978
314,Maine coon,male,True,black,solid,blue,FALSE,wet,France,1.33,56.0,3.8,22.0,21.0,44.837789,-0.57918
315,Maine coon,female,True,black,solid,blue,FALSE,wet,France,1.33,50.0,3.3,17.0,21.0,48.864716,2.349014
316,My coon,male,True,black,solid,blue,FALSE,wet,France,5.58,56.0,4.2,17.0,16.0,48.864716,2.349014
317,Maine coon,female,False,black,solid,blue,FALSE,dry,France,1.42,30.0,3.2,39.0,18.0,45.76342,4.834277
318,Maine coon,male,True,red/cream,solid,blue,FALSE,wet,France,4.460752487562499,47.0,3.6,22.0,19.0,44.837789,-0.57918
319,Maine coon,male,False,brown/chocolate,solid,blue,FALSE,dry,France,4.460752487562499,46.0,4.3,13.0,18.0,47.218371,-1.553621
320,Maine coon,female,False,brown/chocolate,solid,blue,FALSE,dry,France,4.460752487562499,38.0,3.2,17.0,15.0,48.864716,2.349014
321,Maine coon,female,True,black,solid,blue,FALSE,wet,UK,4.460752487562499,60.0,3.7,37.0,19.0,51.507351,-0.127758
322,Maine coon,male,False,brown/chocolate,solid,blue,FALSE,wet,UK,4.460752487562499,53.0,4.0,31.0,13.0,51.507351,-0.127758
323,Maine coon,male,True,red/cream,solid,blue,FALSE,wet,UK,4.460752487562499,54.0,4.5,14.0,19.0,53.800755,-1.549077
324,Maine coon,male,False,white,solid,blue,FALSE,dry,UK,5.75,31.0,3.9,29.0,13.0,53.800755,-1.549077
325,Maine coon,female,True,black,solid,yellow,FALSE,wet,UK,1.58,53.0,5.0,19.0,17.0,53.800755,-1.549077
326,Maine coon,male,True,brown/chocolate,tabby,yellow,FALSE,wet,UK,1.67,35.0,3.9,34.0,19.0,53.800755,-1.549077
327,Maine coon,male,False,white,solid,blue,FALSE,wet,UK,1.67,32.0,3.8,27.0,18.0,51.507351,-0.127758
328,Maine coon,male,True,red/cream,tabby,yellow,FALSE,wet,France,1.75,36.0,3.3,37.0,21.0,43.61166,3.87771
329,Maine coon,female,True,black,bicolor,yellow,FALSE,dry,UK,1.75,53.0,4.0,20.0,19.0,53.480759,-2.242631
330,Maine coon,female,True,black,solid,yellow,FALSE,dry,UK,1.75,60.0,4.5,12.0,16.0,53.408371,-2.991573
331,Maine coon,male,True,black,solid,yellow,TRUE,wet,UK,1.75,58.0,3.1,26.0,13.0,53.408371,-2.991573
332,Maine coon,male,False,black,solid,yellow,FALSE,wet,UK,1.75,42.0,3.7,13.0,19.0,51.507351,-0.127758
333,Maine coon,female,True,red/cream,solid,yellow,FALSE,dry,UK,1.83,58.0,5.3,14.0,20.0,52.486244,-1.890401
334,Maine coon,female,False,black,solid,yellow,FALSE,wet,UK,1.83,59.0,6.3,13.0,16.0,51.507351,-0.127758
335,Maine coon,male,True,red/cream,tabby,yellow,FALSE,dry,Germany,1.92,40.0,3.4,12.0,20.0,51.227741,6.773456
336,Maine coon,female,True,white,solid,blue,FALSE,dry,UK,1.92,36.0,3.2,44.0,13.0,51.507351,-0.127758
337,Maine coon,male,True,red/cream,solid,yellow,FALSE,dry,Germany,1.92,53.0,4.0,30.0,18.0,52.520008,13.404954
338,Maine coon,male,True,white,solid,yellow,TRUE,wet,UK,2.0,31.0,3.0,34.0,13.0,52.486244,-1.890401
339,Maine coon,female,True,black,solid,yellow,FALSE,wet,UK,2.0,46.0,3.8,24.0,13.0,51.507351,-0.127758
340,Maine coon,female,False,white,solid,blue,FALSE,dry,UK,2.0,32.0,3.8,23.0,13.0,52.486244,-1.890401
341,Ragdoll,female,False,brown/chocolate,tabby,yellow,FALSE,dry,UK,2.0,38.0,3.3,29.0,13.0,51.507351,-0.127758
342,Ragdoll,female,True,black,solid,yellow,FALSE,wet,UK,2.08,76.0,6.31,33.0,13.0,53.480759,-2.242631
343,Ragdoll,female,False,black,solid,yellow,FALSE,wet,UK,2.08,78.0,7.3,14.0,13.0,53.480759,-2.242631
344,Ragdoll,female,False,black,solid,yellow,FALSE,dry,UK,2.17,70.0,6.0,25.0,13.0,53.480759,-2.242631
345,Ragdoll,male,True,black,solid,green,FALSE,wet,UK,4.460752487562499,56.0,6.09,38.0,13.0,52.486244,-1.890401
346,Maine coon,male,False,red/cream,tabby,yellow,FALSE,wet,UK,2.17,85.0,9.0,32.0,13.0,53.480759,-2.242631
347,Maine coon,female,True,brown/chocolate,tabby,yellow,FALSE,wet,UK,2.17,66.0,5.36,39.0,13.0,52.486244,-1.890401
348,Maine coon,male,True,brown/chocolate,tabby,yellow,FALSE,wet,UK,2.17,51.0,9.4,39.0,17.0,53.408371,-2.991573
349,Maine coon,male,True,black,solid,yellow,FALSE,wet,UK,2.17,93.0,11.3,29.0,13.0,53.408371,-2.991573
350,Maine coon,female,True,brown/chocolate,tabby,yellow,FALSE,dry,UK,2.17,65.0,4.9,10.0,13.0,52.486244,-1.890401
351,Maine coon,female,False,black,solid,yellow,FALSE,wet,UK,2.17,59.0,6.61,16.0,16.0,53.408371,-2.991573
352,Maine coon,female,False,brown/chocolate,tabby,yellow,FALSE,dry,UK,2.25,66.0,8.42,15.0,13.0,53.800755,-1.549077
353,Maine coon,female,True,black,solid,yellow,FALSE,wet,UK,2.25,55.0,8.47,10.0,13.0,52.486244,-1.890401
354,Maine coon,male,False,brown/chocolate,tabby,yellow,FALSE,wet,UK,2.33,74.0,7.2,19.0,13.0,51.507351,-0.127758
355,Maine coon,male,True,red/cream,tabby,yellow,FALSE,dry,UK,2.33,68.0,9.9,16.0,17.0,53.408371,-2.991573
356,Maine coon,female,True,black,solid,yellow,TRUE,wet,UK,2.33,80.0,6.9,41.0,16.0,52.486244,-1.890401
357,My coon,male,True,red/cream,tabby,yellow,FALSE,wet,Germany,2.42,71.0,8.3,12.0,17.0,51.227741,6.773456
358,Maine coon,male,False,brown/chocolate,tabby,green,FALSE,wet,Germany,2.5,56.0,8.5,10.0,16.0,52.520008,13.404954
359,Maine coon,male,True,black,solid,yellow,FALSE,wet,Germany,2.5,61.0,9.7,21.0,13.0,48.137154,11.576124
360,Maine coon,male,True,red/cream,tabby,yellow,FALSE,wet,Germany,2.5,72.0,9.1,24.0,13.0,48.137154,11.576124
361,Maine coon,female,True,brown/chocolate,tabby,green,FALSE,dry,Germany,2.58,79.0,7.15,32.0,13.0,50.110924,8.682127
362,Maine coon,male,True,red/cream,tabby,green,FALSE,dry,Germany,2.58,85.0,9.4,44.0,13.0,52.520008,13.404954
363,Ragdoll,male,True,brown/chocolate,tabby,yellow,FALSE,dry,UK,4.460752487562499,55.0,8.0,17.0,13.0,52.486244,-1.890401
364,Maine coon,male,True,black,solid,yellow,TRUE,dry,UK,2.58,85.0,9.6,27.0,13.0,53.480759,-2.242631
365,Maine coon,female,True,black,solid,yellow,FALSE,dry,UK,2.58,45.0,6.09,35.0,13.0,53.408371,-2.991573
366,Maine coon,male,True,brown/chocolate,tabby,yellow,FALSE,wet,UK,2.67,60.0,9.6,14.0,13.0,53.480759,-2.242631
367,Maine coon,female,False,black,solid,yellow,FALSE,dry,UK,2.75,69.0,7.77,32.0,17.0,52.486244,-1.890401
368,Maine coon,female,True,red/cream,solid,yellow,FALSE,wet,UK,2.83,53.0,3.75,20.0,13.0,53.480759,-2.242631
369,Ragdoll,male,True,black,solid,yellow,FALSE,wet,UK,4.460752487562499,77.0,5.0,28.0,17.0,53.408371,-2.991573
370,Maine coon,male,True,red/cream,tabby,green,FALSE,dry,USA,2.83,83.0,10.8,31.0,17.0,42.35843,-71.05977
371,Maine coon,male,True,black,bicolor,yellow,FALSE,dry,USA,2.92,52.0,8.4,12.0,13.0,40.71427,-74.00597
372,Maine coon,male,False,white,solid,yellow,FALSE,wet,USA,2.92,72.0,8.0,25.0,17.0,40.71427,-74.00597
373,Maine coon,male,True,black,solid,yellow,FALSE,wet,USA,3.0,70.0,7.1,28.0,16.0,45.52345,-122.67621
374,Ragdoll,female,True,brown/chocolate,tabby,yellow,FALSE,dry,USA,3.0,60.0,4.96,18.0,13.0,45.52345,-122.67621
375,Maine coon,female,False,black,solid,yellow,FALSE,wet,USA,3.0,41.0,5.36,18.0,13.0,39.29038,-76.61219
376,Maine coon,male,True,red/cream,tabby,yellow,TRUE,wet,USA,3.08,62.0,10.4,30.0,16.0,41.881832,-87.623177
377,Maine coon,female,False,black,solid,yellow,FALSE,wet,USA,3.08,79.0,6.55,12.0,13.0,42.35843,-71.05977
378,Maine coon,female,True,brown/chocolate,solid,yellow,FALSE,wet,USA,3.17,62.0,7.12,10.0,13.0,41.881832,-87.623177
379,Maine coon,male,False,black,bicolor,yellow,FALSE,wet,Germany,3.17,53.0,7.1,26.0,16.0,48.137154,11.576124
380,Maine coon,male,False,black,solid,yellow,FALSE,dry,Germany,3.17,80.0,9.8,16.0,13.0,52.520008,13.404954
381,My coon,male,True,brown/chocolate,solid,yellow,FALSE,dry,Germany,3.25,72.0,10.8,12.0,13.0,50.110924,8.682127
382,Maine coon,female,True,black,solid,yellow,FALSE,wet,Germany,3.33,80.0,5.47,24.0,17.0,50.110924,8.682127
383,Maine coon,male,True,brown/chocolate,tabby,yellow,FALSE,wet,Germany,3.42,60.0,10.1,15.0,13.0,50.110924,8.682127
384,Maine coon,male,False,brown/chocolate,solid,yellow,FALSE,wet,Germany,3.42,73.0,9.8,37.0,13.0,52.520008,13.404954
385,Maine coon,female,False,red/cream,solid,yellow,FALSE,dry,Germany,3.58,71.0,5.79,20.0,13.0,50.110924,8.682127
386,Maine coon,male,False,brown/chocolate,tabby,yellow,FALSE,wet,Germany,3.58,67.0,10.5,12.0,16.0,48.137154,11.576124
387,Maine coon,female,False,black,solid,yellow,FALSE,wet,USA,3.58,75.0,8.22,39.0,16.0,40.71427,-74.00597
388,Maine coon,female,True,brown/chocolate,tabby,yellow,TRUE,dry,USA,3.58,51.0,6.67,32.0,13.0,42.35843,-71.05977
389,Maine coon,male,True,brown/chocolate,tabby,yellow,FALSE,wet,USA,3.67,53.0,7.3,36.0,13.0,45.52345,-122.67621
390,Maine coon,female,True,black,solid,green,FALSE,dry,USA,3.75,67.0,4.8,20.0,13.0,39.29038,-76.61219
391,Maine coon,female,True,black,bicolor,yellow,FALSE,wet,USA,3.83,72.0,7.1,26.0,13.0,38.89511,-77.03637
392,Maine coon,female,True,black,solid,green,FALSE,wet,USA,3.83,47.0,5.65,20.0,13.0,39.29038,-76.61219
393,Maine coon,female,False,brown/chocolate,bicolor,yellow,FALSE,dry,USA,3.83,42.0,7.01,27.0,13.0,42.35843,-71.05977
394,Ragdoll,female,True,white,solid,blue,FALSE,wet,USA,3.83,37.0,5.96,29.0,13.0,47.60621,-122.33207
395,Ragdoll,male,True,brown/chocolate,tabby,green,FALSE,dry,USA,3.92,67.0,7.8,35.0,13.0,38.89511,-77.03637
396,Ragdoll,female,True,black,bicolor,yellow,TRUE,wet,USA,4.08,49.0,6.28,10.0,13.0,38.89511,-77.03637
397,Ragdoll,female,True,black,solid,yellow,FALSE,dry,USA,4.08,67.0,7.09,27.0,13.0,38.89511,-77.03637
398,Ragdoll,male,False,black,bicolor,yellow,FALSE,wet,USA,4.08,86.0,8.4,11.0,13.0,38.89511,-77.03637
399,Ragdoll,female,False,white,solid,blue,FALSE,wet,USA,4.08,38.0,5.06,9.0,13.0,37.77493,-122.41942
400,Maine coon,female,True,brown/chocolate,solid,yellow,FALSE,wet,USA,4.17,39.0,8.21,4.0,13.0,40.71427,-74.00597
401,Maine coon,male,True,red/cream,tabby,green,FALSE,wet,USA,4.17,79.0,11.5,18.0,13.0,40.71427,-74.00597
402,Maine coon,female,False,black,solid,yellow,FALSE,dry,USA,4.17,57.0,7.44,13.0,13.0,38.89511,-77.03637
403,Maine coon,female,True,black,bicolor,yellow,FALSE,dry,USA,4.25,69.0,8.68,9.0,13.0,40.71427,-74.00597
404,Maine coon,female,True,black,solid,yellow,FALSE,dry,USA,4.25,70.0,5.0,30.0,16.0,40.71427,-74.00597
405,Maine coon,male,True,brown/chocolate,tabby,yellow,TRUE,dry,USA,4.25,83.0,10.5,37.0,13.0,47.60621,-122.33207
406,Maine coon,male,False,black,solid,yellow,FALSE,dry,USA,4.25,83.0,11.3,36.0,16.0,42.35843,-71.05977
407,Maine coon,male,True,white,solid,blue,FALSE,wet,USA,4.33,70.0,9.7,38.0,13.0,45.52345,-122.67621
408,Maine coon,female,True,black,solid,yellow,FALSE,wet,USA,4.33,48.0,4.88,25.0,13.0,42.35843,-71.05977
409,Maine coon,male,True,brown/chocolate,tabby,yellow,FALSE,dry,USA,4.33,63.0,10.3,27.0,13.0,41.881832,-87.623177
410,Maine coon,female,True,black,solid,yellow,FALSE,wet,USA,4.42,77.0,6.39,33.0,16.0,39.29038,-76.61219
411,Maine coon,female,False,black,solid,green,FALSE,wet,USA,4.42,79.0,6.25,19.0,13.0,38.89511,-77.03637
412,Maine coon,male,False,black,tortie,yellow,FALSE,wet,USA,4.42,46.0,6.62,12.0,13.0,42.35843,-71.05977
413,Maine coon,male,True,black,solid,yellow,FALSE,wet,USA,4.5,72.0,4.8,26.0,17.0,40.71427,-74.00597
414,Maine coon,male,False,red/cream,tabby,yellow,FALSE,wet,USA,4.58,58.0,7.5,18.0,13.0,38.89511,-77.03637
415,Maine coon,male,True,red/cream,solid,yellow,FALSE,dry,USA,4.58,57.0,8.7,19.0,13.0,40.71427,-74.00597
416,My coon,male,True,brown/chocolate,tabby,yellow,TRUE,wet,USA,4.67,71.0,7.0,21.0,13.0,40.71427,-74.00597
417,My coon,male,True,brown/chocolate,tabby,yellow,FALSE,wet,USA,4.67,51.0,9.0,21.0,13.0,42.35843,-71.05977
418,My coon,female,True,black,solid,yellow,FALSE,wet,USA,4.75,50.0,5.92,9.0,13.0,40.71427,-74.00597
419,My coon,female,True,black,solid,green,FALSE,wet,USA,4.75,48.0,6.31,34.0,13.0,37.77493,-122.41942
420,Maine coon,male,True,black,solid,yellow,TRUE,wet,USA,4.75,84.0,11.3,15.0,13.0,40.71427,-74.00597
421,Maine coon,male,False,brown/chocolate,tabby,green,FALSE,wet,USA,4.83,54.0,7.0,37.0,13.0,47.60621,-122.33207
422,Maine coon,female,False,black,tortie,yellow,FALSE,wet,USA,4.83,74.0,4.95,27.0,13.0,40.71427,-74.00597
423,Maine coon,female,True,brown/chocolate,tabby,yellow,FALSE,dry,USA,4.83,42.0,6.19,25.0,13.0,40.71427,-74.00597
424,Maine coon,female,True,white,solid,blue,FALSE,dry,USA,4.92,39.0,4.54,34.0,13.0,42.35843,-71.05977
425,My coon,female,True,black,solid,yellow,FALSE,wet,USA,4.92,56.0,8.89,12.0,13.0,41.881832,-87.623177
426,Maine coon,female,True,black,solid,yellow,FALSE,dry,USA,5.0,59.0,5.76,34.0,13.0,47.60621,-122.33207
427,Maine coon,male,False,black,solid,yellow,FALSE,wet,USA,5.0,48.0,8.1,31.0,17.0,37.77493,-122.41942
428,Maine coon,male,True,black,solid,green,FALSE,wet,USA,5.0,76.0,8.4,27.0,13.0,45.52345,-122.67621
429,Maine coon,female,True,black,solid,yellow,FALSE,wet,USA,5.0,68.0,4.23,16.0,16.0,41.881832,-87.623177
430,Maine coon,male,True,red/cream,tabby,yellow,TRUE,wet,USA,5.0,77.0,10.6,22.0,13.0,40.71427,-74.00597
431,Maine coon,male,False,brown/chocolate,solid,yellow,FALSE,dry,USA,5.0,72.0,8.1,11.0,13.0,45.52345,-122.67621
432,Maine coon,female,True,black,solid,yellow,FALSE,dry,USA,5.08,49.0,8.26,34.0,13.0,47.60621,-122.33207
433,Maine coon,male,True,black,solid,yellow,FALSE,dry,USA,5.08,85.0,9.8,23.0,13.0,40.71427,-74.00597
434,Maine coon,female,True,black,solid,yellow,FALSE,wet,USA,5.17,72.0,5.31,24.0,13.0,40.71427,-74.00597
435,Maine coon,male,False,black,solid,yellow,FALSE,wet,USA,5.17,83.0,10.5,37.0,17.0,47.60621,-122.33207
436,My coon,female,True,black,solid,yellow,FALSE,wet,USA,5.17,42.0,6.11,30.0,13.0,40.71427,-74.00597
437,My coon,male,True,red/cream,solid,yellow,FALSE,wet,USA,5.17,68.0,9.7,9.0,16.0,39.29038,-76.61219
438,My coon,male,True,brown/chocolate,solid,yellow,TRUE,dry,USA,5.25,88.0,8.8,4.0,13.0,37.77493,-122.41942
